company_id,payment_note_date,payment_note_amount,financials_date,financials_date-1,financials_date-2,financials_date-3,financials_date-4,revenue,revenue-1,revenue-2,revenue-3,revenue-4,net_sales,net_sales-1,net_sales-2,net_sales-3,net_sales-4,profit_after_net_financial_items,profit_after_net_financial_items-1,profit_after_net_financial_items-2,profit_after_net_financial_items-3,profit_after_net_financial_items-4,profit,profit-1,profit-2,profit-3,profit-4,assets,assets-1,assets-2,assets-3,assets-4,lt_liabilities,lt_liabilities-1,lt_liabilities-2,lt_liabilities-3,lt_liabilities-4,equity,equity-1,equity-2,equity-3,equity-4,equity_ratio,equity_ratio-1,equity_ratio-2,equity_ratio-3,equity_ratio-4,profit_margin,profit_margin-1,profit_margin-2,profit_margin-3,profit_margin-4,cash_ratio,cash_ratio-1,cash_ratio-2,cash_ratio-3,cash_ratio-4,Rating
856,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,6275,6226,5803,7792,3829,6192,6190,5803,7738,3721,206,99,775,885,113,153,244,440,586,115,3065,3102,2996,2238,1637,1015,780,488,290,596,1187,1234,1240,1049,463,42,42.9,50.3,51.5,28.3,3.7,2.2,13.4,11.4,3.4,214.1,193.1,231.2,191.5,134.1,AA
857,,,Dec-17,,,,,7817,,,,,7817,,,,,648,,,,,648,,,,,1091,,,,,0,,,,,698,,,,,64,,,,,8.4,,,,,197.7,,,,,AA
858,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5758,4935,7891,1532,1094,5423,4907,7118,1190,888,194,-246,148,17,17,186,-116,61,13,31,1687,1283,2516,747,944,16,0,0,0,150,529,342,459,398,385,31.4,26.7,22.3,59.8,46,3.5,-5,2,1.8,4.8,133.8,115.7,100.5,243.7,269.1,AA
859,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,18275,17020,8751,8570,14284,18161,16466,8558,8570,14258,93,115,193,264,161,122,28,108,166,129,3913,2779,2326,1849,1891,0,0,0,0,0,1247,1125,1096,989,823,39.3,52.8,59.8,67.4,55.3,0.5,0.7,2.2,3.2,1.4,161.4,212,233.5,314.5,196.9,AA
860,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,29587,29718,26682,24840,18278,29557,29666,26571,24840,18278,2481,4319,3736,1918,2066,2224,2518,2414,1250,1123,11353,13416,10179,8356,12119,0,0,0,0,100,5672,5448,4930,3715,7736,71,60.7,66.6,60.9,72.5,8.4,14.5,14,7.7,11.4,378.8,268.4,301.7,289.7,404.7,AAA
861,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,8580,10541,20649,16774,16759,8486,9961,20201,16522,16375,-409,170,39,102,89,-409,170,39,102,89,3945,4304,7566,7202,7215,1391,1591,1792,3734,3815,600,1008,838,799,697,15.2,23.4,11.1,11.1,9.7,-3.3,2.9,1.3,1.9,1.8,32.9,30.6,57.3,103.7,101.8,B
862,,0,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,22459,18091,17781,17554,18031,25807,13610,19220,14051,18820,1637,258,514,35,108,1246,173,389,13,75,6836,5015,5695,5132,4940,593,369,469,565,648,2808,1762,1789,1400,1387,42.9,37.6,33.6,29.7,30.6,7.4,1.5,3,0.3,0.8,111.2,146.1,118.6,121.7,139.1,AAA
863,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,12590,12661,13511,12015,12617,12505,12485,12987,11852,12515,1039,1388,1328,1141,1160,616,892,849,645,598,9915,9162,8174,6716,5001,0,0,0,0,13,4691,4075,3383,2733,2188,68.7,65.8,63.4,65.1,71.7,8.3,11,9.8,9.5,9.2,236.3,175.9,164.8,166.6,246,AA
864,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8022,8331,7260,6442,6041,7651,8032,7160,6145,5839,45,376,368,532,-167,74,189,194,229,1,3000,3089,3312,2742,2105,20,64,41,111,264,1151,1276,1287,1193,964,50.1,54,47.7,50.9,46.6,0.7,4.7,5.2,8.8,-1.9,138.6,153.5,143.6,128.1,89.9,AA
865,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,7110,7453,7393,6846,6297,7110,7440,7393,6705,6262,1110,661,578,116,311,719,400,350,5,235,7046,6495,6469,5641,5986,0,0,0,0,0,5015,4695,4596,4346,4541,81.2,80.9,77.9,83.2,80.2,15.6,8.9,7.8,1.7,4.9,337.6,374.6,334.4,423.7,364.7,AAA
866,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,17683,16419,15429,17107,16045,16706,15939,15277,16584,15038,819,1247,1501,2226,455,295,972,1524,329,20,24839,23409,20628,18502,17687,10080,5561,6024,4672,4815,2104,4309,3337,1813,2284,33.4,43.4,44.5,42.1,39.1,5.4,8.6,11.2,14.4,4.3,79.6,54.3,75.4,91.2,98.4,A
867,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,8143,8271,7368,8351,8559,8143,7943,7203,8318,8441,1062,601,240,756,755,515,50,29,196,196,11912,10748,9685,8854,9228,3082,2503,1877,1117,1846,1881,1366,2316,2487,2291,46,43.2,53.3,58.4,49.7,14.1,8.3,4.4,10.1,10.4,137.5,97.2,123.5,139.2,88.6,AAA
868,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5414,5159,1603,934,644,5414,5159,1603,934,640,-611,820,136,367,-85,-406,479,161,250,-85,588,1218,568,425,85,0,87,0,76,75,248,854,376,215,-35,42.2,83.2,66.2,63.4,-41.2,-11.2,15.9,8.5,39.3,-13.2,171.7,1707,294.3,664.1,186.7,B
869,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,9158,7951,7514,6385,7004,9042,8043,7243,6414,6979,222,66,433,285,421,104,14,321,136,249,3227,2771,2797,2024,1330,31,49,167,191,134,774,670,706,435,299,33.2,33,33.9,30.8,30.9,2.5,0.9,5.8,4.6,6.1,145.9,141.3,145.9,131,109.7,AA
870,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6440,7427,6422,8062,6119,5907,7687,5914,8472,5687,-69,771,-65,963,346,40,467,8,562,187,2450,2633,2141,2627,2296,0,0,0,0,0,599,959,491,983,422,45.3,59.6,45.4,58.1,33.7,-1,10.4,-1,12,5.7,194.9,281.9,193.3,254.5,126.4,A
871,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,7265,7062,5516,4847,4657,7161,7008,5503,4834,4657,2084,2138,1601,1080,1146,1222,1243,929,628,632,8074,6650,4564,3287,2439,11,164,163,160,154,5071,3849,2606,1677,1049,84,77.5,76.4,68.2,57.5,28.7,30.4,29.2,22.4,24.8,996,680.1,674.2,449.4,306.3,AA
872,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,14014,12116,7033,5998,5241,13919,12086,7033,5791,5082,-968,695,-109,38,744,-402,152,-15,21,406,3787,3550,1789,1779,1519,1803,462,0,246,0,-352,251,298,314,493,-9.3,19.5,21.2,26.4,42.7,-6.4,5.9,-1.4,0.7,14.3,77.9,106.4,93.6,115.4,96.6,C
873,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,34229,24976,21034,12222,16148,33494,24576,20269,12222,15677,9930,6415,3786,1853,4219,7742,5003,2951,2260,2467,29865,21185,15012,11996,10664,968,326,325,315,49,23961,16719,11717,8766,6806,80.2,78.9,78.1,73.1,71.5,29.1,25.8,18.2,15.5,26.5,486.1,362.1,309.7,249.4,211.4,AAA
874,2018/03/04,171722,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,17579,19630,13821,8883,6364,17296,19296,12697,8480,6006,650,-82,396,635,614,50,-258,224,360,330,4494,4320,4683,2980,1998,0,0,0,150,150,256,207,964,740,380,5.7,4.8,27.7,33.3,24.9,3.9,-0.4,3.1,7.2,9.7,99.1,97.6,134.3,153.1,142.7,C
875,,,Dec-17,Dec-16,Dec-15,,,6549,17149,2754,,,6549,16690,2313,,,-1,4406,92,,,-2,1120,54,,,9029,4426,3059,,,0,0,0,,,1222,1223,104,,,17.8,36.3,4,,,0,26.7,3.3,,,123.4,163.3,104.3,,,A
876,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,16669,21751,22402,19657,16507,16001,20995,21694,18714,16497,45,-276,1991,871,323,49,12,1028,459,135,3345,4424,6136,4718,3534,0,0,0,0,0,489,440,1328,1700,1396,27.4,20.6,34.1,42.5,42.7,0.3,-1.3,8.9,4.4,2,148.3,132.2,161.5,171.9,176.7,AA
877,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9013,5814,4481,2536,2562,8986,5604,4366,2536,2562,-1554,-23,125,108,-34,-1554,-23,97,81,-34,1563,2670,2816,1041,1038,349,0,252,252,177,199,204,226,129,48,12.7,7.6,8,12.4,4.6,-17.1,-0.3,2.8,4.3,-1.3,122.2,47.9,34.7,122.3,85.4,B
878,,,Dec-17,Aug-16,Aug-15,Aug-14,Aug-13,9432,13836,48181,28975,16245,5756,12064,48181,25753,15924,2118,165,3297,834,236,3,345,1904,651,168,13017,22478,21881,25508,9514,3674,12898,9432,2136,1748,3540,3537,3191,1288,636,43.1,17.6,17.6,5,6.7,25.3,4.8,7.4,4.3,3.8,169.5,172.8,154.4,78.6,55.4,AA
879,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,28521,24266,24748,23409,18777,28187,23649,24529,23277,18770,-5721,-3660,5224,1158,1944,129,2683,5203,799,361,59323,52334,35686,35409,28351,10404,4486,8161,6553,10904,819,8190,5507,1304,505,1.4,25.3,30.5,18.8,15.8,-19.4,-14.8,21.4,5.5,11.2,76.5,78.3,73.1,33.7,45.7,B
880,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,15339,15323,15061,10629,9753,15244,15323,14990,10629,9753,2028,2414,1500,1276,1153,1955,2368,865,737,672,12542,10860,9807,8135,7819,0,0,0,0,0,8023,6567,4699,4334,4096,72.4,73.7,67.6,73.3,70.1,13.2,15.8,10,12,11.8,394.5,443.3,371.4,471.3,394.6,AA
881,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6482,6888,7281,5348,4974,6482,6829,7233,5324,4964,399,456,873,575,469,307,261,506,335,268,2456,2425,2745,1844,1775,0,0,0,0,0,556,749,988,632,547,46.1,54.7,53.7,51.3,42.3,6.2,6.6,12,10.8,9.4,166.5,246.8,231,217.8,174.3,AA
882,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,3546,6848,3343,1460,706,3523,6771,3308,1460,706,-510,-285,-238,-8,5,422,245,-238,-8,1,631,1390,827,316,167,0,0,0,0,0,472,50,-195,43,51,74.8,3.6,-23.6,13.6,30.5,-14.4,-4.1,-7.1,-0.5,0.8,396.9,95.3,74.8,116.2,144,B
883,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7004,6398,4926,3681,2225,6875,6294,4926,3681,2201,724,525,547,161,87,444,382,263,123,52,4941,3745,2124,1743,1584,2227,1503,872,886,904,1122,878,496,233,110,29,28.7,31.4,14.2,7.8,11.2,9,12.2,5.6,5.9,99.4,125.9,124.1,65.8,30.9,AA
884,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,29445,25652,23350,19274,13218,28873,25601,23269,19268,13218,881,230,1309,373,61,435,154,716,508,284,5247,5545,4672,4008,2809,0,461,5,7,65,1682,1247,1593,1378,870,41.2,27.5,40.1,34.4,39.3,3,0.9,5.6,2,0.5,163.6,156.2,164.2,144.1,163.7,AAA
885,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7928,6960,3625,335,360,7664,6960,3625,335,330,1377,1972,1024,-244,-76,921,1123,869,-244,-76,5178,4227,3258,1816,1814,57,53,600,687,528,3060,2639,1816,947,1191,71.6,72.2,55.7,52.1,65.7,17.4,28.6,29.1,-64.2,-13.3,258,226.2,186.7,133.5,184.2,AAA
886,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,8748,10814,10866,8966,8288,8738,10774,10796,8905,8288,476,982,841,850,730,311,632,500,467,381,6968,7487,6925,6333,6090,725,1550,2150,2450,3098,3329,3019,2386,1886,1420,59.6,50.6,43.6,37.4,28.1,5.9,9.4,8.3,10.7,10.8,209.7,209.9,215.2,172.5,180,AAA
887,,0,Dec-17,Dec-16,Dec-15,Dec-14,Jan-14,5804,13021,11817,6084,225,5763,12591,11751,6084,225,171,51,114,106,42,171,9,29,54,34,1001,3129,2552,2777,132,0,0,0,0,0,437,266,157,128,97,48.8,10.1,7.4,5.8,79.4,3,0.4,1,1.7,18.7,201.4,111.9,108.4,106.4,528,AA
888,2016/10/24,19011,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,37149,40495,27376,38065,18725,37104,39960,26783,37569,18725,1751,228,-3834,-24,-243,1751,228,-3688,-28,0,9983,8401,10454,8851,7528,0,0,0,0,0,2550,799,371,1708,1736,25.5,9.5,3.5,20.6,24.6,4.8,0.7,-13.7,0.1,-1.1,113.7,92.5,71.7,60,95.7,AA
889,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,42722,38585,30440,36385,38073,42083,37698,30290,35811,36675,832,2772,-239,1861,1550,1179,1061,405,923,4,35959,38317,32568,32497,32318,11379,13773,10227,10842,11378,2810,2431,1870,1965,1542,33.9,32.3,33.1,35.3,32.6,2.8,8.2,0.5,6.5,5.5,113.6,101.1,83.5,85.8,85,AAA
890,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,7176,3644,2898,3149,3277,7176,3500,2896,3144,3270,1654,803,720,543,1134,1084,541,417,313,657,5485,3927,2968,3406,2885,0,0,0,0,0,3004,2079,1699,1513,1900,76.1,77.6,87,66.2,87.8,23,22,24.8,17.2,34.7,557.8,399.2,2146,357.2,1667.4,AA
891,,,Dec-17,,,,,6799,,,,,6733,,,,,1922,,,,,812,,,,,9090,,,,,967,,,,,3584,,,,,47,,,,,28.4,,,,,151.5,,,,,A
892,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,29687,15959,15565,17807,9639,29630,15905,15565,17807,9592,5186,2249,501,3274,838,3005,1342,388,1912,485,11939,7478,6192,5390,2628,0,0,115,194,87,5266,3261,2419,2181,869,63.4,60.9,53.6,57.2,43,17.5,14.2,3.2,18.4,8.7,237.5,167.7,127.6,221.5,187.9,AAA
893,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,7610,7694,6822,6994,6075,7545,7694,6822,6994,6075,727,749,519,611,166,439,461,340,350,102,2509,2800,2501,2256,1754,0,0,0,0,0,918,1178,1017,877,627,62.7,61.2,57.2,54.5,48.9,9.6,9.7,7.6,8.7,2.7,280.7,254.9,222,199,164.1,AAA
894,,,Dec-17,Dec-16,,,,9297,8659,,,,9217,8491,,,,2346,640,,,,1375,317,,,,4240,2116,,,,0,160,,,,1742,367,,,,55.9,25.8,,,,25.3,7.6,,,,210.7,118.8,,,,AA
895,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9571,10548,8588,7322,9262,9499,10544,8588,7291,9153,320,111,205,488,90,170,423,118,323,116,2395,3495,2337,2345,2761,0,0,0,0,0,751,545,293,674,601,34.3,15.6,27.2,41.7,30.9,3.6,1.2,2.7,7,1.4,109,94.4,102.7,122,105,AA
896,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,11747,11476,10143,7163,4537,11745,11476,10143,7163,4537,1020,883,848,371,65,574,491,457,174,45,4109,3437,2875,1987,1204,1,1,4,99,317,973,799,796,339,165,41,37.8,38.6,22.6,13.7,8.7,7.8,8.4,5.3,2,163.7,144.5,141,110.1,123.4,AAA
897,,,Dec-18,Dec-17,Dec-16,Dec-15,Dec-14,292,200,183,221,620,292,200,138,221,620,155,155,115,-108,-189,119,118,108,-108,-19,491,676,818,723,853,0,0,0,0,0,482,663,545,438,546,98.2,98.1,66.6,60.6,64,53.1,77.5,62.8,-48.9,-30.5,4888.9,5041.7,122.4,119.6,127.9,A
898,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,20714,10688,15119,15154,15385,20714,10688,14924,14860,15280,1133,-2780,-439,-456,-201,631,0,-439,-6,-201,17338,5877,3436,4884,2991,0,0,0,0,0,765,134,135,123,129,4.4,2.3,3.9,2.5,4.3,5.5,-26,-2.9,-3,-1.3,104.6,102.3,103.7,102.1,103.2,A
899,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,39399,52981,36607,26962,17659,39171,53095,36483,26916,17531,-479,6206,1386,1724,-1385,1,3633,645,1312,-1086,10944,13348,6551,4697,3807,245,295,0,0,1148,1570,4569,1746,1351,38,25.5,46.3,33.1,28.8,1,-1,11.8,3.9,6.5,-7.5,120.8,184.7,117.9,103.8,72.6,A
900,,,Dec-18,Dec-17,Dec-16,Dec-15,Dec-14,313,576,758,619,629,313,576,758,619,629,17,96,-68,-32,-11,17,97,-69,-34,-11,121,108,89,169,121,0,0,4,8,18,52,39,-58,10,48,43,36.1,-65.2,5.9,39.7,17,97,-69,-34,-11,1.2,1,0.2,0.6,0.9,AA
901,,,Dec-17,,,,,10008,,,,,9965,,,,,1101,,,,,610,,,,,2542,,,,,0,,,,,660,,,,,35.6,,,,,11.1,,,,,136.9,,,,,A
902,,,Dec-17,,,,,9300,,,,,9300,,,,,3992,,,,,2308,,,,,5380,,,,,0,,,,,2358,,,,,58.8,,,,,43,,,,,234.8,,,,,AA
903,,,Dec-17,Dec-16,,,,5378,2357,,,,5177,2357,,,,67,124,,,,41,94,,,,1078,524,,,,118,0,,,,185,144,,,,17.2,27.5,,,,1.4,5.3,,,,113.2,137.9,,,,A
904,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,23607,16124,14452,10573,14449,22264,14313,13693,10401,13907,423,1804,1713,405,789,276,1116,1073,235,491,6074,5186,4128,3187,5050,0,0,0,0,0,1005,1529,1213,540,1405,45.2,59.1,59.9,48.4,46.2,1.8,11.2,11.9,3.9,5.5,164.6,284.8,295.5,226.5,200.4,AAA
905,2018/08/05,139620,Dec-17,,,,,6065,,,,,6065,,,,,372,,,,,202,,,,,1421,,,,,0,,,,,252,,,,,23.3,,,,,7.3,,,,,133.3,,,,,C
906,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,10557,11159,8415,6924,5884,10148,11150,8262,6864,5530,-235,742,475,156,476,214,109,107,42,39,7582,8742,8509,6065,5423,2861,2673,3420,2523,2856,578,613,505,398,356,23.6,24.9,18.8,21,21.3,-1.5,7.3,6.2,3.3,10.1,99.9,86.1,73.6,77.9,59.9,A
907,,,Dec-17,Dec-16,Dec-15,Dec-14,,8485,5570,619,318,,8485,5570,619,318,,235,-291,57,37,,235,-291,44,26,,696,528,236,107,,0,69,0,0,,74,-161,130,86,,10.6,-30.5,55.1,80.4,,2.8,-5,9.2,11.9,,99.2,75.2,222.6,509.5,,A
908,,0,Aug-17,Aug-16,Apr-15,Apr-14,Apr-13,22172,30724,34016,29303,18556,21754,29737,33539,28983,18150,-236,598,194,1000,199,12,383,104,570,90,4815,8242,6483,6771,7020,0,0,0,0,0,829,2087,774,670,448,26.2,33,20.5,17.5,10.8,-1,2,0.6,3.5,1.2,101,135.5,126.6,121.2,112.9,A
909,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5412,4765,2751,1808,424,5404,4765,2749,1803,424,-63,204,264,269,6,-63,158,205,209,4,831,953,553,484,106,0,0,0,0,0,263,327,319,263,54,31.6,34.3,57.7,54.3,50.9,-1.1,4.3,9.6,14.9,1.4,142.6,142.4,236.3,220,207.8,A
910,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,31458,26117,23255,23109,23571,31920,25425,22462,22732,22299,3020,1820,1920,1326,-553,1205,848,1083,776,-678,12699,8492,7301,4604,4430,0,0,0,50,183,4907,3702,2854,1771,995,42.2,43.8,39.1,38.5,22.5,9.6,7,8.3,5.9,0.3,144.2,128.6,129.1,139.5,115.2,AAA
911,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,13758,17861,13239,19342,15760,13662,17828,13136,19600,15214,1599,2449,1206,866,140,1067,1512,837,498,99,6459,7837,6416,6995,6349,0,58,192,0,0,3003,3936,3424,3087,2839,75.9,72.4,74.5,62.2,62.1,11.6,13.7,9.1,4.5,0.9,235.3,238.7,516.2,299.7,280.1,AAA
912,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,8237,7769,7031,5799,4903,8178,7721,7025,5799,4903,545,327,318,319,487,451,294,355,266,249,3375,3359,2963,2257,2302,122,178,23,0,0,1879,1428,1134,828,563,63.3,51.2,49.7,56.8,45.2,6.7,4.3,4.6,5.5,10,262.2,199.4,189.2,196.8,145,AAA
913,,0,May-18,May-17,May-16,Dec-14,,9051,8048,8518,872,,8791,7793,8193,872,,261,4,130,247,,197,-1,100,193,,1778,1912,1205,683,,0,0,0,0,,539,342,343,243,,30.3,17.9,28.5,35.6,,2.9,0.1,1.5,28.3,,138.8,117.9,135.2,154.9,,A
914,,,Aug-18,Aug-17,Aug-16,Aug-15,,6380,5730,3811,638,,6352,5691,3811,638,,962,468,437,169,,747,360,341,132,,1789,1145,940,480,,0,0,0,0,,1059,582,523,182,,59.2,50.8,55.6,37.9,,15.1,8.2,11.5,26.5,,245.1,203.4,224.9,160.5,,AA
915,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8920,7641,6069,11877,5498,8860,7625,6016,5620,203,1637,1106,594,3742,-1521,940,852,456,1683,-1521,87187,71034,52431,47518,45534,78918,62088,45008,40568,41463,2554,3907,3055,2599,916,4.4,6.9,7.7,7.5,2,27.4,23.4,20,38.1,21.6,63.6,71,46.4,17.2,37.2,A
916,2018/10/07,18962,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,21762,18786,18951,14009,7817,21762,18786,18951,13996,7792,491,622,880,706,180,318,292,-215,280,-69,3519,4020,3303,2464,867,111,434,79,271,0,759,441,149,364,84,21.6,11,4.7,15.3,9.7,2.4,3.5,4.8,5.1,2.5,121.9,113.5,98.1,104.4,58.5,A
917,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,12805,11853,9392,7628,7648,12788,11852,9392,7623,7624,748,1458,802,623,522,635,1127,700,544,438,6289,5355,4669,4254,3688,0,0,0,0,0,1551,1515,988,1488,1344,30.8,36.4,30.3,46.8,51.8,5.8,12.3,8.5,8.2,6.8,132.3,134.1,117.4,171.6,181.4,AAA
918,2017/08/21,550,Dec-17,Dec-16,Dec-15,Dec-14,,8691,8529,1452,1250,,8678,8518,1451,1250,,414,860,205,-20,,306,547,162,-20,,1787,2796,428,249,,0,0,1,23,,395,639,192,30,,28.7,27,44.9,12,,4.8,10.1,14.3,-1.2,,124.9,135.4,157.6,90.3,,A
919,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,6645,6229,10185,5868,7507,6494,6108,9981,5862,7506,545,-823,1423,257,556,514,-559,1202,317,555,2615,2264,4172,2294,2446,129,0,80,0,0,1379,1365,2124,1073,906,52.7,60.3,55.8,60,54.4,8.3,-13.1,14,4.4,7.4,182.5,201.8,212,240.3,198.2,B
920,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7660,3161,5848,4276,5666,6886,3080,4326,3853,5475,6838,820,1091,-938,-78,6791,869,1029,-938,-78,9240,2311,1742,10241,5792,0,0,700,0,4179,7918,1127,258,-771,167,86.2,48.8,17,-7.5,2.9,90.2,27,21.4,-16.5,3,622.1,169.1,167.2,20.1,97.1,AAA
921,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,38665,42598,36047,55179,28567,38573,42534,35908,54921,28567,118,974,2930,-2845,366,89,893,2930,-2845,366,9486,8544,7772,10817,7779,1692,1426,1378,2307,2942,1538,1449,555,-2374,470,16.2,17,7.1,-21.9,6,0.6,2.6,8.8,-4.6,2.1,128.2,120.8,96.8,78.6,102.9,A
922,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7235,8478,6729,7411,7285,7185,8473,6729,7355,7285,519,620,214,313,927,496,348,208,230,539,2535,2180,1895,1855,1796,0,0,0,0,0,948,701,603,596,665,48.8,50.1,45.7,48.7,53.7,7.2,7.3,3.2,4.2,12.7,208.3,223.1,198.6,214.5,240.8,AAA
923,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,12164,10121,7643,5418,5269,11558,10066,7614,5335,4959,2882,2496,1243,369,968,735,1495,657,372,786,12675,7253,6392,3331,3356,3398,714,857,0,0,3398,2663,2169,1711,1690,51.4,59,52.2,77.1,78.6,24.1,24.9,16.3,6.8,18.4,259.5,265.8,181.9,350,340,AAA
924,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5744,4117,4882,4701,1854,5744,4117,4882,4701,1854,942,37,875,891,659,546,-32,469,536,324,2517,1581,2009,1644,895,0,6,61,0,0,847,720,953,784,398,61.4,78.9,75.1,68.6,65.4,16.6,10.9,18.1,19,35.7,271.2,503.4,387.6,272.4,173.2,AA
925,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6238,4026,3040,2287,2031,5973,3869,3006,2465,1856,405,118,249,215,237,334,92,194,125,138,2111,1321,1109,827,570,0,0,0,0,0,784,451,559,365,239,41.3,42.2,60,57,53.2,6.5,2.9,8.2,9.4,11.7,165.5,165.9,247.1,228.3,130.2,AA
926,,0,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,5679,7011,7735,4549,3903,5635,6843,7669,4549,3903,-144,109,359,-236,275,-60,60,261,-122,154,1580,2218,1810,1305,1715,0,0,0,0,0,430,490,430,168,291,27.2,25,26.1,12.9,22.2,-2.4,1.6,4.7,-5.1,7.2,90.8,101.9,94.6,58,93.1,A
927,,,Dec-17,Dec-16,Dec-15,Dec-14,,22327,14399,12483,4634,,22327,14391,13813,4634,,568,609,555,341,,236,55,0,200,,6568,6455,6064,2774,,0,525,2409,0,,541,305,250,250,,25.4,19,16.3,11.4,,2.6,4.5,4.4,7.4,,78,84.8,128,65.3,,AA
928,2017/03/05,203498,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,24443,21148,26905,23750,24360,24442,21145,26904,23749,24318,664,-285,904,726,-332,388,14,592,476,-332,8759,8933,8510,7211,8442,0,0,0,50,250,2932,2545,2530,1938,1462,35.1,28.6,32.9,28.8,17.3,2.9,-0.9,3.7,3.8,-0.5,132.8,116.8,123.7,105.4,90.6,A
929,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,16428,15462,14948,20124,14064,16325,15218,14441,19611,13494,882,644,-27,2010,404,552,557,284,1092,237,4944,4464,4065,5177,4294,63,117,170,224,0,746,994,436,1312,635,31.8,37.8,29.3,45.9,28.6,5.4,4.2,-0.1,10.1,3,132.3,156,120.5,170.7,116.8,AAA
930,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,2853,2615,4626,7767,5064,2853,2615,4062,5279,5064,141,-143,1157,3057,1176,617,422,899,379,852,6444,7054,7379,8324,4252,790,657,630,1583,279,2280,2093,2051,1572,1623,69.5,68.1,71.8,57.9,67.5,6,-4.7,25.9,40.1,23.6,330.3,442.7,463.1,253.7,385,AA
931,,0,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,12803,12324,8618,12080,11623,12639,11917,8514,12042,11623,294,465,-689,-551,-392,338,511,-589,-551,-392,10045,9533,7354,8038,8798,2140,2167,2167,2441,2652,2191,1853,1342,1531,1682,21.8,19.4,18.2,19,19.1,4.3,5.6,-3.6,-0.6,0.3,60.2,45.5,29.9,42.4,50.6,A
932,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5862,6571,6753,5966,4565,5546,5849,6644,5691,4550,-87,510,1052,1199,846,33,231,623,777,502,4075,4431,4380,3403,2273,405,670,273,456,56,2136,2103,1971,1448,841,66.4,62.9,57,52.3,44.7,-1.2,8,15.9,20.4,18.8,413.8,307.5,234.1,207.9,160.2,A
